"","ID","Age_2","Balance_2","Day_2","Duration_2","Campaign_2","Pdays_2","Previous_2","Y_2","Month_2","Education_2","Marital_2","Job_2","Default_2","Loan_2","Contact_2","Poutcome_2","Housing_2"
"3027",139361,40,-75,18,193,2,-1,0,1,5,3,3,5,1,1,1,4,2
"3028",126728,36,8785,20,425,2,-1,0,1,11,2,1,1,1,1,1,4,2
"3029",124086,47,124,29,14,15,-1,0,1,8,3,1,5,1,1,1,4,1
"3030",127324,33,86,21,183,3,2,1,1,11,2,3,2,1,2,1,1,1
"3031",109713,40,263,6,761,3,-1,0,1,6,2,2,6,1,1,3,4,1
"3032",102351,57,73,12,41,1,-1,0,1,5,3,1,5,1,1,3,4,1
"3033",133015,32,-56,17,405,2,2,20,1,4,1,2,2,1,2,1,3,2
"3034",126247,58,50,20,161,7,-1,0,1,11,2,2,8,1,1,1,4,2
"3035",138487,32,99,15,166,2,-1,0,1,5,2,2,2,1,1,1,4,2
"3036",141793,34,0,6,89,1,1,1,1,10,3,2,10,1,1,1,1,1
"3037",126580,50,421,20,22,5,-1,0,1,11,2,2,5,2,1,1,4,1
"3038",106584,35,712,27,266,4,-1,0,1,5,2,2,10,1,1,3,4,2
"3039",113281,35,28,8,259,1,-1,0,1,7,3,2,7,2,2,1,4,1
"3040",121322,32,3818,18,100,4,-1,0,1,8,3,1,10,1,1,1,4,1
"3041",110461,59,3353,12,148,1,-1,0,1,6,2,2,6,1,1,3,4,1
"3042",100141,44,2586,5,160,1,-1,0,1,5,2,3,8,1,1,3,4,2
"3043",102229,35,362,12,363,2,-1,0,1,5,2,2,2,1,1,3,4,2
"3044",140602,33,152,7,136,1,-1,0,1,7,2,2,10,1,1,1,4,2
"3045",142099,55,0,27,88,1,-1,0,1,10,2,2,10,1,2,1,4,2
"3046",124601,45,3150,17,101,2,-1,0,1,11,3,3,5,1,1,1,4,2
"3047",107547,48,960,29,286,3,-1,0,1,5,3,2,1,1,1,3,4,2
"3048",116031,43,-17,22,76,1,-1,0,1,7,2,2,1,1,1,1,4,2
"3049",106549,28,68,27,8,2,-1,0,1,5,2,1,8,1,1,3,4,2
"3050",107966,57,16063,30,352,3,-1,0,1,5,2,2,10,1,1,3,4,2
"3051",117079,29,9,25,236,8,-1,0,1,7,2,2,2,1,1,1,4,2
"3052",117566,43,400,28,282,3,-1,0,1,7,1,2,6,1,1,2,4,2
"3053",128984,44,780,30,511,2,-1,0,1,1,3,1,5,1,1,1,4,2
"3054",118071,47,-535,30,71,2,-1,0,1,7,2,3,2,2,1,1,4,2
"3055",134696,41,992,5,335,1,2,3,1,5,2,2,2,1,2,1,1,2
"3056",128271,36,498,29,151,1,2,1,1,1,2,2,1,1,1,1,1,2
"3057",117604,47,216,29,193,10,-1,0,1,7,3,1,5,1,1,1,4,2
"3058",114632,59,1121,15,249,2,-1,0,1,7,2,2,6,1,1,1,4,2
"3059",102655,28,26765,13,210,8,-1,0,1,5,2,1,10,1,1,3,4,1
"3060",102237,27,-302,12,66,3,-1,0,1,5,2,2,10,1,1,3,4,2
"3061",137537,47,6150,13,444,2,2,2,1,5,1,2,2,1,1,1,1,2
"3062",114235,44,851,11,47,2,-1,0,1,7,3,2,10,1,1,1,4,2
"3063",113580,36,264,9,482,1,-1,0,1,7,2,2,10,1,2,1,4,2
"3064",145008,31,385,29,242,2,2,4,1,9,4,2,5,1,1,1,1,1
"3065",111101,43,1354,17,183,2,-1,0,1,6,1,1,4,1,1,3,4,1
"3066",106759,28,2921,28,136,1,-1,0,1,5,2,1,8,1,1,3,4,2
"3067",140367,26,617,15,157,1,-1,0,1,6,3,1,1,1,1,1,4,1
"3068",111230,27,47,18,114,4,-1,0,1,6,2,2,3,1,1,3,4,2
"3069",109697,36,254,6,161,3,-1,0,1,6,3,2,5,1,1,3,4,1
"3070",113974,38,260,10,446,1,-1,0,1,7,2,2,1,1,1,1,4,2
"3071",121755,50,-1,19,195,2,-1,0,1,8,1,2,2,1,1,1,4,1
"3072",137956,46,-236,14,217,2,-1,0,1,5,2,2,1,1,1,2,4,2
"3073",141143,21,6844,14,126,3,1,7,1,8,2,1,9,1,1,1,3,1
"3074",118880,42,247,31,76,5,-1,0,1,7,2,2,1,1,1,1,4,2
"3075",123758,34,4348,28,373,8,-1,0,1,8,3,1,5,1,1,1,4,2
"3076",109144,48,3458,5,292,1,-1,0,1,6,2,1,6,1,1,3,4,1
"3077",115695,25,895,21,317,3,-1,0,1,7,2,2,2,1,1,1,4,1
"3078",125132,51,730,18,287,2,-1,0,1,11,3,1,6,1,1,3,4,2
"3079",135666,32,2263,7,113,2,-1,0,1,5,2,2,2,1,1,1,4,1
"3080",142138,25,667,29,408,2,-1,0,1,10,3,1,5,1,1,1,4,1
"3081",115164,33,-260,17,224,2,-1,0,1,7,2,2,2,1,2,1,4,2
"3082",135033,46,-27,6,289,1,-1,0,1,5,2,2,5,1,1,1,4,2
"3083",143221,54,65,24,87,1,1,3,1,2,2,2,10,1,1,1,1,1
"3084",119614,46,311,7,225,6,-1,0,1,8,2,2,1,1,1,1,4,1
"3085",117191,41,1018,25,171,1,-1,0,1,7,1,2,2,1,1,1,4,2
"3086",137682,32,469,14,925,1,-1,0,1,5,3,1,5,1,1,1,4,2
"3087",114299,36,756,11,396,3,-1,0,1,7,4,2,10,1,1,1,4,1
"3088",113438,26,16,8,249,2,-1,0,1,7,1,1,2,1,2,1,4,1
"3089",102902,40,770,14,200,1,-1,0,1,5,2,2,10,1,1,3,4,2
"3090",112758,27,35,4,255,1,-1,0,1,7,2,1,5,1,1,1,4,1
"3091",115201,34,4943,17,118,2,-1,0,1,7,3,2,5,1,1,1,4,2
"3092",113534,36,281,9,225,2,-1,0,1,7,2,1,1,1,1,1,4,1
"3093",128634,36,1508,29,187,2,2,8,1,1,2,2,10,1,1,1,1,1
"3094",119158,51,1394,5,115,1,-1,0,1,8,3,2,5,1,1,1,4,2
"3095",114528,33,0,14,166,3,-1,0,1,7,2,1,1,1,1,1,4,2
"3096",102729,46,148,13,210,1,-1,0,1,5,2,1,10,1,1,3,4,2
"3097",132282,32,-613,15,266,2,-1,0,1,4,2,3,4,1,1,1,4,2
"3098",126286,39,5562,20,149,3,-1,0,1,11,2,2,3,1,1,1,4,1
"3099",114538,35,0,14,340,3,-1,0,1,7,1,2,4,1,1,1,4,2
"3100",128883,26,265,30,650,2,-1,0,1,1,3,2,5,1,1,1,4,1
"3101",118882,49,1060,31,137,6,-1,0,1,7,2,2,2,1,2,1,4,1
"3102",111080,36,4515,17,408,2,-1,0,1,6,3,2,7,1,1,3,4,2
"3103",136746,30,29,12,174,1,-1,0,1,5,3,1,5,1,1,1,4,2
"3104",133392,59,0,20,379,1,2,2,1,4,3,3,4,1,1,1,3,1
"3105",114621,30,13,15,21,3,-1,0,1,7,3,1,5,1,1,1,4,1
"3106",118999,41,934,4,93,1,-1,0,1,8,3,3,5,1,1,1,4,1
"3107",132055,42,1068,13,444,1,2,8,1,4,3,2,3,1,1,1,1,2
"3108",125916,30,101,19,85,2,-1,0,1,11,2,1,8,1,1,1,4,2
"3109",129129,38,-301,2,182,1,-1,0,1,2,2,2,8,1,2,1,4,1
"3110",138357,30,581,15,267,1,2,1,1,5,2,1,8,1,1,1,3,2
"3111",113509,53,888,9,128,1,-1,0,1,7,3,1,6,1,1,1,4,2
"3112",102466,32,2,13,178,2,-1,0,1,5,2,2,11,2,1,3,4,2
"3113",133080,33,745,17,278,2,2,1,1,4,2,1,1,1,1,1,3,2
"3114",104141,25,99,16,102,4,-1,0,1,5,3,1,5,1,2,3,4,2
"3115",144578,25,1028,9,148,2,-1,0,1,8,2,1,9,1,1,1,4,1
"3116",137634,30,2,13,305,8,-1,0,1,5,3,1,5,1,2,1,4,2
"3117",109300,59,3694,5,21,10,-1,0,1,6,1,2,5,1,1,3,4,2
"3118",131385,26,1274,9,101,1,-1,0,1,3,3,1,5,1,1,1,4,2
"3119",125580,37,7957,19,706,1,1,2,1,11,2,2,10,1,1,1,1,1
"3120",101392,33,303,8,149,1,-1,0,1,5,2,1,1,1,1,3,4,1
"3121",126809,54,6410,20,101,2,-1,0,1,11,3,3,5,1,1,1,4,1
"3122",104589,58,11,20,90,1,-1,0,1,5,1,2,4,1,1,3,4,2
"3123",131759,32,948,6,223,2,-1,0,1,4,3,1,10,1,1,1,4,2
"3124",115298,27,2,17,25,1,-1,0,1,7,2,1,3,1,1,1,4,2
"3125",132953,38,710,17,196,1,2,3,1,4,2,2,10,1,1,1,1,2
"3126",125862,36,377,19,135,1,-1,0,1,11,2,2,10,1,2,1,4,2
"3127",121373,46,689,18,121,7,-1,0,1,8,2,2,2,1,1,1,4,1
"3128",120914,55,-31,13,81,2,-1,0,1,8,2,2,8,1,2,1,4,1
"3129",128320,35,111,29,55,1,2,3,1,1,2,1,1,1,1,1,1,2
"3130",132738,37,1776,17,224,1,-1,0,1,4,2,2,8,1,2,1,4,2
"3131",104658,59,14,20,355,1,-1,0,1,5,1,2,2,1,2,3,4,2
"3132",124961,50,330,18,281,1,-1,0,1,11,2,3,8,1,2,1,4,2
"3133",123240,34,479,26,65,2,-1,0,1,8,2,2,10,1,1,1,4,1
"3134",130976,45,2249,9,247,5,-1,0,1,2,1,1,11,1,1,1,4,2
"3135",137699,37,2139,14,146,3,-1,0,1,5,2,1,10,1,1,1,4,2
"3136",103626,43,421,15,298,3,-1,0,1,5,2,1,2,1,1,3,4,2
"3137",101149,51,98,7,114,2,-1,0,1,5,1,2,5,1,1,3,4,2
"3138",126884,38,-3,20,251,2,1,3,1,11,3,2,10,1,1,1,1,1
"3139",122253,35,249,21,205,8,-1,0,1,8,2,2,10,1,1,1,4,1
"3140",131575,37,1180,1,786,1,1,1,1,4,2,2,5,1,2,1,3,2
"3141",126636,40,2243,20,178,4,-1,0,1,11,3,2,5,1,1,1,4,1
"3142",127549,31,144,21,51,2,1,11,1,11,2,1,1,1,1,1,1,2
"3143",105372,37,3517,23,445,1,-1,0,1,5,1,2,2,1,1,3,4,2
"3144",123565,39,45,28,148,4,-1,0,1,8,3,2,5,1,1,1,4,1
"3145",128995,49,-969,30,61,2,1,1,1,1,3,2,5,1,1,1,3,1
"3146",112063,51,3984,20,7,12,-1,0,1,6,2,2,4,1,1,3,4,1
"3147",122426,31,22,22,122,5,-1,0,1,8,3,2,10,1,1,1,4,1
"3148",119746,55,2430,7,231,2,-1,0,1,8,2,2,1,1,1,1,4,2
"3149",127761,37,3111,21,9,3,2,2,1,11,2,1,2,1,1,1,1,2
"3150",118764,39,572,31,153,20,-1,0,1,7,3,1,5,1,1,1,4,2
"3151",118979,49,3554,4,39,1,-1,0,1,8,2,2,8,1,1,1,4,1
"3152",128095,31,3222,28,175,1,-1,0,1,1,3,1,10,1,1,1,4,2
"3153",124206,60,1801,29,167,1,-1,0,1,10,2,2,2,1,1,2,4,1
"3154",112678,47,1156,3,74,5,-1,0,1,7,2,2,1,1,2,3,4,1
"3155",114644,43,860,15,131,5,-1,0,1,7,2,2,3,1,2,1,4,2
"3156",112552,39,971,1,471,3,-1,0,1,7,2,2,2,1,2,3,4,2
"3157",101407,54,841,8,284,4,-1,0,1,5,2,2,8,1,1,3,4,2
"3158",124661,41,557,17,158,1,1,1,1,11,1,2,11,1,1,1,1,2
"3159",134993,31,209,6,193,1,-1,0,1,5,2,1,11,1,1,1,4,2
"3160",129804,46,1547,3,401,4,-1,0,1,2,2,3,10,1,1,1,4,2
"3161",136677,34,439,12,347,1,-1,0,1,5,2,2,10,1,1,1,4,2
"3162",141530,30,1675,4,181,1,-1,0,1,9,3,1,5,1,1,1,4,1
"3163",128475,28,1034,29,113,1,-1,0,1,1,4,2,3,1,1,1,4,1
"3164",132592,31,-170,17,252,1,2,1,1,4,2,2,1,1,2,1,1,2
"3165",113954,37,-261,10,259,1,-1,0,1,7,2,1,1,1,2,1,4,1
"3166",128293,35,343,29,45,2,-1,0,1,1,4,1,5,1,1,1,4,1
"3167",134847,60,6271,6,210,2,2,5,1,5,1,2,2,1,1,1,1,2
"3168",122088,36,0,20,245,1,-1,0,1,8,3,2,10,1,1,1,4,1
"3169",140521,41,366,2,237,2,-1,0,1,7,2,2,8,1,2,1,4,2
"3170",105686,37,-21,23,61,2,-1,0,1,5,2,2,8,1,2,3,4,2
"3171",115547,32,273,18,97,3,-1,0,1,7,3,2,5,1,2,1,4,2
"3172",139300,25,320,18,549,3,-1,0,1,5,2,1,2,1,1,1,4,2
"3173",144745,18,438,1,425,1,-1,0,1,9,4,1,9,1,1,1,4,1
"3174",121624,60,374,19,276,2,-1,0,1,8,2,2,6,1,1,1,4,1
"3175",135683,43,823,7,174,12,-1,0,1,5,1,2,2,1,1,2,4,2
"3176",109841,37,351,9,108,1,-1,0,1,6,1,2,2,1,1,3,4,1
"3177",112671,51,60,3,93,1,-1,0,1,7,1,1,2,1,1,3,4,1
"3178",121802,33,18,19,19,18,-1,0,1,8,2,2,10,2,2,1,4,1
"3179",102893,47,4666,14,451,3,-1,0,1,5,1,2,2,1,1,3,4,1
"3180",115056,36,1305,16,345,10,-1,0,1,7,2,3,2,1,1,1,4,2
"3181",112040,50,1088,20,179,21,-1,0,1,6,2,2,10,1,1,3,4,2
"3182",111319,50,1019,18,76,1,-1,0,1,6,2,2,1,1,1,3,4,2
"3183",104460,37,61,19,182,8,-1,0,1,5,2,1,10,1,1,3,4,2
"3184",145231,33,5083,27,161,1,1,2,1,10,2,2,10,1,1,1,3,1
"3185",102600,43,-633,13,277,1,-1,0,1,5,4,2,2,1,2,3,4,2
"3186",113477,40,275,9,139,1,-1,0,1,7,2,2,1,1,1,1,4,2
"3187",138512,34,6979,15,14,5,-1,0,1,5,2,1,1,1,1,1,4,2
"3188",127343,42,6080,21,98,3,-1,0,1,11,3,2,5,1,1,1,4,1
"3189",115463,38,10189,18,482,2,-1,0,1,7,4,2,8,1,1,1,4,2
"3190",105861,39,97,26,379,1,-1,0,1,5,3,1,11,1,2,3,4,2
"3191",121192,46,1516,14,133,4,-1,0,1,8,2,2,8,1,1,1,4,1
"3192",142425,31,376,16,202,1,1,2,1,11,4,1,9,1,1,1,3,1
"3193",138632,34,390,15,372,2,2,2,1,5,1,3,2,1,1,1,2,2
"3194",104493,37,897,20,182,1,-1,0,1,5,3,2,5,1,1,3,4,1
"3195",110260,47,303,11,261,1,-1,0,1,6,2,2,2,1,1,3,4,1
"3196",102161,25,333,12,399,3,-1,0,1,5,3,2,9,1,1,3,4,2
"3197",111077,40,1318,17,681,2,-1,0,1,6,2,2,2,1,1,3,4,2
"3198",129340,58,158,2,156,5,-1,0,1,2,2,2,6,1,2,1,4,2
"3199",132561,53,241,16,1410,1,2,2,1,4,1,2,2,1,1,1,1,2
"3200",138743,33,1423,15,333,2,2,3,1,5,2,2,5,1,1,1,1,2
"3201",134860,23,589,6,62,1,-1,0,1,5,2,1,1,1,1,1,4,2
"3202",102165,44,210,12,111,2,-1,0,1,5,2,3,8,1,2,3,4,1
"3203",135827,49,4300,8,134,1,2,6,1,5,2,2,8,1,2,1,1,2
"3204",104429,34,164,19,102,13,-1,0,1,5,2,3,2,1,1,3,4,2
"3205",123471,50,334,27,79,3,-1,0,1,8,1,2,2,1,1,1,4,1
"3206",140299,52,426,8,252,5,-1,0,1,6,1,2,11,1,1,1,4,1
"3207",131895,28,11555,8,125,2,-1,0,1,4,2,1,9,1,1,1,4,1
"3208",123329,59,0,27,87,4,-1,0,1,8,3,2,5,1,1,1,4,1
"3209",126689,34,2283,20,790,1,-1,0,1,11,3,1,10,1,1,1,4,1
"3210",118772,49,403,31,255,2,-1,0,1,7,3,2,5,1,1,1,4,1
"3211",137326,34,1314,13,124,1,-1,0,1,5,2,2,8,1,1,1,4,2
"3212",120442,33,443,11,240,5,-1,0,1,8,3,1,10,1,1,1,4,1
"3213",119892,60,1361,8,161,2,-1,0,1,8,2,2,4,1,1,1,4,1
"3214",138969,56,2959,18,325,1,-1,0,1,5,3,3,5,1,1,2,4,2
"3215",117630,36,-323,29,118,8,-1,0,1,7,2,2,1,1,1,1,4,2
"3216",139158,38,144,18,177,1,-1,0,1,5,2,1,1,1,1,1,4,2
"3217",113040,25,0,7,116,1,-1,0,1,7,1,2,2,1,1,1,4,1
"3218",139160,30,327,18,21,2,-1,0,1,5,2,1,2,1,1,2,4,2
"3219",132091,40,5087,13,455,2,-1,0,1,4,2,2,1,1,1,1,4,2
"3220",126700,40,452,20,98,1,-1,0,1,11,2,3,11,1,1,1,4,1
"3221",124299,34,105,17,303,1,2,2,1,11,2,1,10,1,1,1,1,2
"3222",125776,32,18,19,20,1,2,1,1,11,2,3,10,1,1,2,1,1
"3223",131576,32,1743,1,1156,1,2,3,1,4,3,1,8,1,1,1,3,2
"3224",108860,29,1566,4,233,1,-1,0,1,6,3,1,5,1,1,3,4,2
"3225",121045,50,171,14,75,3,-1,0,1,8,1,3,2,1,1,1,4,1
"3226",111964,54,515,20,825,2,-1,0,1,6,2,2,8,1,2,3,4,1
"3227",118356,39,70,31,13,11,-1,0,1,7,2,2,1,1,1,1,4,2
"3228",102576,44,23,13,135,1,-1,0,1,5,1,2,2,1,1,3,4,2
"3229",140564,33,242,3,320,2,-1,0,1,7,4,1,9,1,1,2,4,1
"3230",100901,29,8,7,113,1,-1,0,1,5,2,2,10,1,1,3,4,1
"3231",121230,33,852,14,388,8,-1,0,1,8,2,2,10,1,1,1,4,1
"3232",114890,45,0,16,154,2,-1,0,1,7,2,1,2,2,2,1,4,1
"3233",119627,55,17,7,196,2,-1,0,1,8,1,2,4,1,1,1,4,1
"3234",102864,27,14,14,72,2,-1,0,1,5,2,1,2,1,1,3,4,1
"3235",114110,27,-23,10,123,4,-1,0,1,7,3,2,3,1,1,1,4,1
"3236",109757,46,77,6,520,3,-1,0,1,6,3,1,3,1,2,3,4,2
"3237",107688,52,2909,30,110,1,-1,0,1,5,3,3,5,1,1,3,4,2
"3238",112438,46,157,26,150,1,-1,0,1,6,3,2,10,1,1,3,4,1
"3239",110700,30,294,16,50,3,-1,0,1,6,2,2,2,1,2,3,4,2
"3240",140044,30,942,2,146,2,-1,0,1,6,3,2,5,1,1,1,4,1
"3241",110098,40,48,9,100,5,-1,0,1,6,1,2,2,1,1,3,4,1
"3242",141930,41,3872,15,231,1,-1,0,1,10,3,2,5,1,1,1,4,1
"3243",145124,41,3355,14,181,2,2,1,1,10,3,3,5,1,1,1,1,1
"3244",138908,23,1128,18,77,3,-1,0,1,5,2,1,3,1,1,1,4,2
"3245",116923,49,2555,24,263,2,-1,0,1,7,3,1,5,1,2,1,4,1
"3246",122460,58,0,22,73,3,-1,0,1,8,3,3,5,1,1,1,4,1
"3247",127441,57,3944,21,36,2,-1,0,1,11,2,2,1,1,1,1,4,1
"3248",101545,32,289,8,23,4,-1,0,1,5,1,2,2,1,1,3,4,2
"3249",117187,42,1523,25,587,5,-1,0,1,7,1,2,4,1,2,1,4,2
"3250",115593,60,851,18,112,2,-1,0,1,7,2,2,10,1,2,1,4,1
"3251",132764,28,437,17,219,1,2,2,1,4,2,1,8,1,2,1,1,2
"3252",106468,28,863,27,355,1,-1,0,1,5,2,2,11,1,2,3,4,2
"3253",108320,35,1949,2,200,3,-1,0,1,6,2,2,2,1,1,3,4,2
"3254",104717,37,614,20,185,1,-1,0,1,5,2,3,2,1,1,3,4,2
"3255",122806,49,1860,25,150,3,-1,0,1,8,2,2,2,1,1,1,4,1
"3256",123286,34,1632,27,65,6,-1,0,1,8,2,2,8,1,1,1,4,1
"3257",120449,31,762,11,312,3,-1,0,1,8,2,1,7,1,1,1,4,1
"3258",103872,39,385,16,225,4,-1,0,1,5,1,2,2,1,1,3,4,2
"3259",136786,45,0,12,36,3,1,5,1,5,1,2,2,1,2,1,1,2
"3260",137248,49,119,13,78,1,-1,0,1,5,2,2,2,1,1,1,4,2
"3261",136222,41,572,11,188,1,-1,0,1,5,2,2,8,1,1,1,4,2
"3262",114051,50,892,10,189,1,-1,0,1,7,2,2,8,2,1,1,4,2
"3263",126803,47,3070,20,144,2,-1,0,1,11,2,2,2,1,1,1,4,1
"3264",118873,36,1594,31,544,5,-1,0,1,7,3,2,5,1,1,1,4,2
"3265",125135,39,484,18,61,1,1,3,1,11,2,2,10,1,2,1,3,1
"3266",107001,27,1995,28,239,2,-1,0,1,5,3,1,5,1,1,3,4,2
"3267",112941,41,0,7,630,3,-1,0,1,7,2,2,5,1,2,1,4,1
"3268",132109,35,5271,14,119,2,-1,0,1,4,3,2,2,1,1,1,4,2
"3269",122022,53,-39,20,87,2,-1,0,1,8,1,2,2,1,1,1,4,2
"3270",129296,44,991,2,194,1,-1,0,1,2,2,2,5,1,1,1,4,1
"3271",121321,57,2774,18,299,6,-1,0,1,8,2,2,6,1,1,1,4,1
"3272",114148,34,161,11,378,1,-1,0,1,7,3,2,5,1,1,1,4,2
"3273",100535,32,320,6,198,2,-1,0,1,5,2,2,2,1,1,3,4,2
"3274",118970,31,2305,4,139,1,-1,0,1,8,2,1,10,1,1,1,4,1
"3275",131833,49,1342,7,253,1,1,1,1,4,3,3,3,1,2,1,1,2
"3276",105635,53,-1455,23,169,2,-1,0,1,5,1,2,2,1,1,3,4,2
"3277",124318,52,0,17,121,1,-1,0,1,11,1,2,5,1,2,1,4,2
"3278",109573,53,19850,6,86,1,-1,0,1,6,4,2,3,1,1,3,4,1
"3279",123256,32,387,26,99,4,-1,0,1,8,3,3,5,1,1,1,4,1
"3280",139883,31,3652,1,285,1,-1,0,1,6,1,1,11,1,1,1,4,1
"3281",129672,42,58,3,428,1,-1,0,1,2,2,1,8,2,1,1,4,1
"3282",108496,51,1355,3,272,1,-1,0,1,6,3,2,5,1,1,3,4,2
"3283",136861,40,1547,12,88,2,1,1,1,5,2,1,8,1,1,1,2,2
"3284",120248,48,3886,11,297,2,-1,0,1,8,1,2,2,1,1,1,4,1
"3285",130480,48,459,5,134,1,1,1,1,2,4,2,2,1,1,1,3,1
"3286",119576,55,284,7,78,2,-1,0,1,8,2,3,10,2,1,1,4,2
"3287",118022,47,320,30,203,2,-1,0,1,7,1,2,2,1,1,2,4,1
"3288",136258,55,761,11,28,1,-1,0,1,5,2,2,8,1,1,2,4,2
"3289",122933,51,1052,25,280,4,-1,0,1,8,2,2,11,1,1,1,4,1
"3290",103086,49,-63,14,416,2,-1,0,1,5,1,2,3,1,1,3,4,2
"3291",116175,32,57,22,50,2,-1,0,1,7,2,2,1,1,2,1,4,1
"3292",129223,29,120,2,110,3,-1,0,1,2,2,1,10,1,1,1,4,1
"3293",111711,29,732,19,409,1,-1,0,1,6,2,1,1,1,1,3,4,2
"3294",122301,45,1179,21,172,6,-1,0,1,8,2,2,2,1,1,1,4,1
"3295",118145,44,1305,30,72,4,-1,0,1,7,2,2,1,1,1,1,4,1
"3296",116403,55,159,23,184,1,-1,0,1,7,1,2,6,1,2,2,4,2
"3297",102975,41,1654,14,35,1,-1,0,1,5,1,2,2,1,1,3,4,2
"3298",129685,30,72,3,86,2,-1,0,1,2,2,1,1,1,1,1,4,1
"3299",106045,30,306,26,372,14,-1,0,1,5,3,1,11,1,1,3,4,1
"3300",128088,60,130,28,374,2,-1,0,1,1,1,2,5,1,1,1,4,1
"3301",107081,32,1307,28,267,2,-1,0,1,5,2,1,10,1,1,3,4,2
"3302",123480,58,235,27,88,4,-1,0,1,8,2,2,6,1,1,1,4,1
"3303",107926,27,106,30,150,5,-1,0,1,5,1,2,2,1,1,3,4,2
"3304",114022,32,0,10,269,1,-1,0,1,7,2,2,2,1,1,1,4,1
"3305",124295,41,7028,17,98,1,-1,0,1,11,3,2,5,1,1,1,4,1
"3306",117779,39,394,29,551,2,-1,0,1,7,2,2,1,1,1,1,4,1
"3307",138992,34,55,18,155,1,-1,0,1,5,2,1,7,1,1,1,4,2
"3308",103870,33,58,16,144,2,-1,0,1,5,2,2,2,1,1,3,4,1
"3309",122807,42,0,25,129,4,-1,0,1,8,3,1,5,1,1,1,4,1
"3310",124638,32,6274,17,500,2,-1,0,1,11,3,2,5,1,1,1,4,2
"3311",108901,21,-426,4,139,2,-1,0,1,6,1,2,2,2,1,3,4,1
"3312",135810,36,506,8,208,4,-1,0,1,5,2,1,1,1,1,1,4,2
"3313",111495,54,415,19,34,31,-1,0,1,6,2,2,10,1,1,3,4,2
"3314",125981,58,3498,19,175,1,-1,0,1,11,4,3,5,1,1,1,4,1
"3315",143760,47,834,10,165,1,-1,0,1,5,2,2,5,1,1,3,4,1
"3316",141191,35,7218,14,224,3,-1,0,1,8,3,1,5,1,1,1,4,1
"3317",124119,43,0,29,73,4,-1,0,1,8,3,1,10,2,1,1,4,1
"3318",121862,48,606,19,231,4,-1,0,1,8,2,2,10,1,1,1,4,2
"3319",107889,35,0,30,147,1,-1,0,1,5,3,1,5,1,1,3,4,2
"3320",143473,45,2981,29,88,3,2,3,1,3,2,2,10,1,2,1,1,2
"3321",119184,57,1142,5,238,2,-1,0,1,8,1,2,4,1,1,1,4,1
"3322",130738,41,326,6,163,1,2,2,1,2,3,2,5,1,1,1,1,1
"3323",113130,34,412,8,164,1,-1,0,1,7,3,2,3,1,2,1,4,2
"3324",119465,36,2660,6,252,2,-1,0,1,8,3,2,5,1,1,1,4,1
"3325",126269,33,6904,20,114,2,-1,0,1,11,1,2,8,1,1,2,4,1
"3326",131906,46,1204,8,139,2,-1,0,1,4,1,2,2,1,1,1,4,2
"3327",104275,31,6042,19,228,1,-1,0,1,5,2,1,1,1,1,3,4,2
"3328",121769,31,0,19,144,4,-1,0,1,8,2,2,10,1,2,1,4,1
"3329",109538,37,160,6,107,1,-1,0,1,6,2,2,7,1,1,3,4,1
"3330",134076,31,199,30,110,1,-1,0,1,4,2,1,2,1,1,2,4,1
"3331",109884,58,2920,9,136,1,-1,0,1,6,3,2,3,1,1,3,4,2
"3332",113639,35,0,9,277,1,-1,0,1,7,2,2,2,1,1,1,4,2
"3333",121504,52,9804,18,155,4,-1,0,1,8,1,2,2,1,2,1,4,2
"3334",122846,35,29,25,157,4,-1,0,1,8,3,3,5,1,1,1,4,1
"3335",138626,33,1064,15,173,2,-1,0,1,5,2,1,10,1,1,1,4,2
"3336",139198,31,-234,18,124,1,-1,0,1,5,3,1,5,1,1,1,4,2
"3337",102046,29,43,9,179,2,-1,0,1,5,2,1,1,1,1,3,4,2
"3338",113050,50,387,7,221,8,-1,0,1,7,3,3,7,1,1,1,4,1
"3339",143365,51,66,10,138,1,2,2,1,3,3,3,1,1,1,1,1,2
"3340",118332,44,742,30,77,5,-1,0,1,7,2,2,8,1,1,2,4,1
"3341",104488,38,690,20,34,1,-1,0,1,5,3,1,5,1,1,3,4,2
"3342",102044,35,1555,9,26,2,-1,0,1,5,3,3,1,1,1,3,4,2
"3343",102337,45,0,12,55,2,-1,0,1,5,3,1,5,1,1,3,4,1
"3344",115437,36,1584,18,178,1,-1,0,1,7,3,2,5,1,1,1,4,2
"3345",138130,59,502,14,27,3,-1,0,1,5,1,3,4,1,1,2,4,2
"3346",129452,37,1082,2,127,3,1,5,1,2,2,3,7,1,1,1,3,1
"3347",132412,47,1375,16,272,2,2,7,1,4,2,2,3,1,1,2,1,2
"3348",109719,43,311,6,92,1,-1,0,1,6,2,3,5,1,1,3,4,1
"3349",138811,43,46,15,38,7,2,6,1,5,1,2,2,1,1,1,1,2
"3350",135979,37,3429,8,151,4,1,11,1,5,2,2,8,1,2,1,3,2
"3351",123453,58,0,27,16,28,-1,0,1,8,3,2,7,1,1,1,4,1
"3352",126761,35,2467,20,319,5,-1,0,1,11,2,1,8,1,1,1,4,1
"3353",138358,38,1027,15,12,5,-1,0,1,5,2,2,2,1,1,1,4,2
"3354",111447,52,0,18,161,1,-1,0,1,6,2,2,1,1,1,3,4,1
